"","TeamWin","Dragon","Herald","FirstBlood","blueWardsPlaced","blueWardsDestroyed","blueKills","blueAssists","blueTowers","blueTotalGold","blueAvgLevel","blueTotalExperience","blueMinions","blueJungleMin","GoldDiff","ExpDiff","redWardsPlaced","redWardsDestroyed","redKills","redAssists","redTowers","redTotalGold","redAvgLevel","redTotalExperience","redMinions","redJungleMin","TowersDiff","WardsPlacedDiff","WardsDestDiff","KillDiff","AssistDiff","MinionsDiff","JungleMinDiff","LevelsDiff"
"2961","Red","Red","Neither","Blue",146,3,2,1,0,14848,6.8,17467,205,65,-132,119,15,2,4,3,0,14980,6.8,17348,213,44,0,131,1,-2,-2,-8,21,0
"2962","Blue","Neither","Neither","Red",17,1,4,3,0,15688,6.8,18341,237,51,91,591,21,5,4,6,0,15597,6.8,17750,239,54,0,-4,-4,0,-3,-2,-3,0
"2963","Blue","Neither","Red","Blue",20,3,4,2,0,14926,7,19450,203,59,-842,2032,15,4,4,7,0,15768,7,17418,243,47,0,5,-1,0,-5,-40,12,0
"2964","Red","Neither","Neither","Red",39,1,7,5,0,16190,6.6,16496,207,34,-2302,-997,17,5,14,16,0,18492,6.6,17493,173,52,0,22,-4,-7,-11,34,-18,0
"2965","Blue","Blue","Neither","Blue",15,4,6,8,0,16318,7,18426,226,59,2463,1390,56,2,2,1,0,13855,6.8,17036,200,56,0,-41,2,4,7,26,3,0.2
"2966","Red","Red","Red","Red",30,4,6,8,0,15376,6.6,16758,196,28,-4264,-3932,16,4,11,6,0,19640,7.4,20690,262,72,0,14,0,-5,2,-66,-44,-0.800000000000001
"2967","Red","Red","Neither","Red",18,3,1,1,0,14666,6.2,16186,233,49,-3480,-1368,45,2,10,22,0,18146,7,17554,193,46,0,-27,1,-9,-21,40,3,-0.8
"2968","Blue","Blue","Neither","Red",17,6,6,3,0,16301,7.2,18968,235,60,-1207,606,25,6,9,10,0,17508,7,18362,230,45,0,-8,0,-3,-7,5,15,0.2
"2969","Red","Red","Red","Red",16,8,4,9,0,15124,6.8,17488,213,37,-4664,-2707,22,2,11,7,0,19788,7.4,20195,249,66,0,-6,6,-7,2,-36,-29,-0.600000000000001
"2970","Blue","Blue","Blue","Blue",46,2,10,13,0,19031,7.4,20293,212,71,4888,3753,12,12,2,3,0,14143,6.8,16540,182,56,0,34,-10,8,10,30,15,0.600000000000001
"2971","Blue","Red","Neither","Blue",19,10,11,9,0,18581,7.2,19012,239,36,1433,508,30,5,9,7,0,17148,7,18504,218,44,0,-11,5,2,2,21,-8,0.2
"2972","Red","Blue","Blue","Red",14,1,7,9,0,17144,7,18638,230,56,1713,1673,15,1,3,1,0,15431,6.6,16965,216,56,0,-1,0,4,8,14,0,0.4
"2973","Red","Blue","Blue","Red",58,2,9,10,0,18368,7.2,19062,204,52,-328,137,14,1,10,13,0,18696,7.2,18925,230,52,0,44,1,-1,-3,-26,0,0
"2974","Blue","Blue","Neither","Red",21,4,6,6,0,16844,7,18805,243,45,2726,1990,39,4,2,1,0,14118,6.8,16815,210,50,0,-18,0,4,5,33,-5,0.2
"2975","Red","Red","Neither","Red",16,4,8,13,0,16707,6.6,16612,204,43,-648,-1422,18,3,10,12,0,17355,6.8,18034,193,52,0,-2,1,-2,1,11,-9,-0.2
"2976","Blue","Blue","Blue","Red",17,1,10,9,0,17868,7,17858,177,56,-286,-916,20,5,9,11,0,18154,7,18774,247,56,0,-3,-4,1,-2,-70,0,0
"2977","Blue","Neither","Red","Blue",38,3,13,9,0,20043,7.8,21800,264,64,5300,4813,34,12,2,0,0,14743,6.6,16987,230,52,0,4,-9,11,9,34,12,1.2
"2978","Red","Red","Neither","Blue",11,0,3,3,0,14852,6.6,16246,194,66,-4835,-3655,9,1,11,11,1,19687,7.2,19901,195,57,-1,2,-1,-8,-8,-1,9,-0.600000000000001
"2979","Red","Neither","Neither","Blue",15,7,7,8,0,16302,6.2,15434,183,37,-592,-2438,18,4,8,10,0,16894,6.8,17872,216,50,0,-3,3,-1,-2,-33,-13,-0.6
"2980","Blue","Neither","Neither","Blue",57,4,17,25,2,23359,7.4,20348,237,56,7776,6703,14,5,5,7,0,15583,5.8,13645,134,41,2,43,-1,12,18,103,15,1.6
"2981","Blue","Blue","Neither","Red",21,4,8,12,0,18352,7.2,18953,242,42,1909,1099,14,5,6,5,0,16443,7,17854,225,40,0,7,-1,2,7,17,2,0.2
"2982","Blue","Neither","Blue","Blue",42,6,3,1,1,16873,6.8,17662,240,53,1942,450,38,5,6,4,0,14931,6.8,17212,168,42,1,4,1,-3,-3,72,11,0
"2983","Red","Red","Red","Red",23,7,7,6,0,16949,7,18440,236,61,16,560,22,7,6,7,0,16933,7.2,17880,232,40,0,1,0,1,-1,4,21,-0.2
"2984","Blue","Red","Neither","Red",43,3,5,3,0,16344,7.4,19207,230,64,-860,949,13,8,8,6,0,17204,7.2,18258,202,52,0,30,-5,-3,-3,28,12,0.2
"2985","Red","Red","Neither","Red",16,3,5,6,0,15268,6.6,17072,211,49,-2308,-1946,12,2,6,8,0,17576,7.2,19018,263,56,0,4,1,-1,-2,-52,-7,-0.600000000000001
"2986","Blue","Neither","Blue","Red",15,5,8,8,0,16463,6.4,16544,186,40,-460,-1189,18,3,7,4,0,16923,6.8,17733,238,48,0,-3,2,1,4,-52,-8,-0.399999999999999
"2987","Blue","Neither","Red","Red",18,1,7,6,0,17049,6.8,17357,221,36,799,440,20,2,4,3,0,16250,6.6,16917,215,48,0,-2,-1,3,3,6,-12,0.2
"2988","Blue","Blue","Neither","Blue",15,18,4,3,0,15811,7.2,18673,242,52,886,355,42,2,2,1,0,14925,7.2,18318,236,55,0,-27,16,2,2,6,-3,0
"2989","Red","Neither","Neither","Red",16,1,1,1,0,14109,6.4,16353,205,52,-3300,-3318,12,0,9,7,0,17409,7.2,19671,231,39,0,4,1,-8,-6,-26,13,-0.8
"2990","Red","Neither","Red","Red",15,0,2,2,0,12292,5.8,13648,152,36,-9341,-6317,15,1,8,11,2,21633,7.4,19965,239,84,-2,0,-1,-6,-9,-87,-48,-1.6
"2991","Blue","Blue","Neither","Blue",89,4,10,16,0,18487,7.2,18183,211,49,3851,1574,17,1,3,3,0,14636,6.4,16609,211,52,0,72,3,7,13,0,-3,0.8
"2992","Red","Blue","Neither","Red",18,1,8,7,0,16860,7.2,18713,198,71,-147,21,14,1,5,5,0,17007,7.2,18692,257,56,0,4,0,3,2,-59,15,0
"2993","Blue","Neither","Blue","Blue",16,1,7,14,0,17798,7,19047,222,64,1698,1171,22,3,5,7,0,16100,6.8,17876,241,46,0,-6,-2,2,7,-19,18,0.2
"2994","Red","Red","Neither","Red",18,3,6,4,0,15789,6.6,17312,230,35,-966,-901,15,3,6,5,0,16755,7,18213,231,48,0,3,0,0,-1,-1,-13,-0.4
"2995","Red","Blue","Neither","Red",16,0,13,19,0,19609,7,17551,207,32,3454,175,13,2,7,6,0,16155,6.8,17376,201,45,0,3,-2,6,13,6,-13,0.2
"2996","Red","Red","Blue","Red",16,1,5,6,0,14853,6.4,16170,174,48,-2673,-1867,56,5,6,8,0,17526,7,18037,246,56,0,-40,-4,-1,-2,-72,-8,-0.6
"2997","Red","Red","Neither","Red",14,2,3,2,0,15369,7,17785,221,57,-482,-349,19,6,4,5,0,15851,7,18134,257,56,0,-5,-4,-1,-3,-36,1,0
"2998","Blue","Red","Neither","Blue",20,6,6,7,0,17053,7,18362,219,46,-298,0,18,4,8,7,0,17351,7.2,18362,213,45,0,2,2,-2,0,6,1,-0.2
"2999","Blue","Blue","Neither","Blue",21,0,11,10,0,17307,6.6,16527,161,42,-224,-765,107,3,9,9,0,17531,6.8,17292,210,30,0,-86,-3,2,1,-49,12,-0.2
"3000","Red","Red","Neither","Blue",15,1,3,3,0,14881,6.4,15603,195,64,-1683,-377,15,4,9,17,0,16564,6.4,15980,185,55,0,0,-3,-6,-14,10,9,0
"3001","Blue","Neither","Neither","Red",15,5,9,7,0,17928,7.4,20419,250,60,2514,2924,36,1,4,5,0,15414,7,17495,180,61,0,-21,4,5,2,70,-1,0.4
"3002","Red","Blue","Red","Red",15,4,3,2,0,14876,7,17630,221,51,81,450,41,2,3,6,0,14795,7,17180,218,52,0,-26,2,0,-4,3,-1,0
"3003","Blue","Blue","Neither","Red",16,2,3,3,0,15356,7,18787,212,64,420,521,20,4,2,1,0,14936,7,18266,230,57,0,-4,-2,1,2,-18,7,0
"3004","Blue","Neither","Blue","Red",15,1,7,7,0,16122,6.8,18226,168,57,-1167,259,15,1,7,3,0,17289,7,17967,210,47,0,0,0,0,4,-42,10,-0.2
"3005","Blue","Red","Blue","Red",44,1,4,4,0,15426,7,17981,211,54,-99,151,16,1,4,2,0,15525,6.8,17830,230,56,0,28,0,0,2,-19,-2,0.2
"3006","Blue","Neither","Neither","Blue",16,3,7,5,0,16448,7.2,19097,216,52,387,1781,15,1,7,2,0,16061,6.8,17316,210,48,0,1,2,0,3,6,4,0.4
"3007","Red","Neither","Neither","Red",16,2,2,1,0,14182,6.8,16753,220,52,-1700,-1053,12,2,5,3,0,15882,6.8,17806,223,43,0,4,0,-3,-2,-3,9,0
"3008","Blue","Red","Blue","Red",12,1,4,4,0,15891,7.2,19024,200,59,-820,-298,35,1,7,7,0,16711,7.4,19322,214,48,0,-23,0,-3,-3,-14,11,-0.2
"3009","Blue","Red","Blue","Red",16,1,5,5,0,15858,6.4,16120,219,29,-3945,-1758,13,5,13,19,1,19803,7.2,17878,196,47,-1,3,-4,-8,-14,23,-18,-0.8
"3010","Red","Red","Blue","Red",12,3,4,5,0,14949,6.4,16818,180,44,-3238,-1130,18,4,8,9,0,18187,7,17948,259,40,0,-6,-1,-4,-4,-79,4,-0.6
"3011","Red","Blue","Neither","Blue",13,1,2,3,0,14377,7,17055,210,48,-2511,-2347,33,2,6,8,0,16888,7.2,19402,249,60,0,-20,-1,-4,-5,-39,-12,-0.2
"3012","Red","Blue","Neither","Blue",16,2,5,6,0,15946,7,18587,223,51,1433,1278,46,4,3,2,0,14513,7,17309,183,54,0,-30,-2,2,4,40,-3,0
"3013","Red","Neither","Neither","Blue",14,3,2,3,0,15584,6.8,17939,234,53,-1037,-1057,15,4,6,13,0,16621,7.2,18996,222,56,0,-1,-1,-4,-10,12,-3,-0.4
"3014","Blue","Blue","Neither","Red",11,7,4,3,0,15800,7,18316,244,58,1344,1628,16,2,3,1,0,14456,6.6,16688,210,37,0,-5,5,1,2,34,21,0.4
"3015","Red","Blue","Blue","Red",13,0,6,7,0,16210,7.2,18620,231,49,-245,330,15,1,6,8,0,16455,7.2,18290,220,55,0,-2,-1,0,-1,11,-6,0
"3016","Blue","Blue","Neither","Blue",20,6,13,7,1,20587,7.4,19713,229,48,5920,2703,16,3,4,3,0,14667,6.8,17010,168,58,1,4,3,9,4,61,-10,0.600000000000001
"3017","Blue","Blue","Neither","Blue",16,2,3,3,0,15735,7,18331,233,52,539,774,19,2,5,4,0,15196,7,17557,220,40,0,-3,0,-2,-1,13,12,0
"3018","Red","Neither","Neither","Blue",15,2,8,7,0,17378,7.2,18525,242,39,708,302,13,1,7,6,0,16670,7,18223,235,45,0,2,1,1,1,7,-6,0.2
"3019","Red","Neither","Neither","Red",15,0,10,14,0,17993,6.6,16834,222,36,2876,2805,14,3,5,8,0,15117,6,14029,180,36,0,1,-3,5,6,42,0,0.6
"3020","Blue","Neither","Neither","Blue",20,0,5,9,0,16072,6.8,16945,236,32,-184,408,12,5,7,7,0,16256,6.8,16537,195,39,0,8,-5,-2,2,41,-7,0
"3021","Red","Blue","Neither","Red",20,4,3,4,0,15557,7,18380,251,56,-101,-380,14,1,5,2,0,15658,7.2,18760,210,64,0,6,3,-2,2,41,-8,-0.2
"3022","Red","Red","Red","Red",17,4,3,3,0,14467,6.6,16331,209,44,-5563,-4698,18,2,13,8,0,20030,7.6,21029,235,70,0,-1,2,-10,-5,-26,-26,-1
"3023","Blue","Blue","Neither","Blue",19,4,8,12,0,16096,6.4,15907,197,48,-447,-2127,40,5,9,7,0,16543,7,18034,193,36,0,-21,-1,-1,5,4,12,-0.6
"3024","Blue","Blue","Neither","Blue",16,1,7,8,0,16351,6.8,17063,171,55,1487,1143,15,0,4,2,0,14864,6.4,15920,224,28,0,1,1,3,6,-53,27,0.399999999999999
"3025","Blue","Blue","Red","Red",22,0,6,5,0,16538,7,18735,227,44,1126,878,12,1,4,2,0,15412,6.8,17857,225,45,0,10,-1,2,3,2,-1,0.2
"3026","Blue","Neither","Neither","Red",18,3,5,3,0,16337,7.2,19371,259,48,1795,1933,15,6,2,2,0,14542,6.8,17438,238,48,0,3,-3,3,1,21,0,0.4
"3027","Blue","Blue","Neither","Blue",44,1,10,13,0,17519,6.8,17753,209,37,4216,2141,11,2,2,1,0,13303,6.4,15612,197,38,0,33,-1,8,12,12,-1,0.399999999999999
"3028","Red","Blue","Red","Blue",11,1,2,5,0,14305,6.8,17323,214,47,-1517,-972,16,0,3,3,0,15822,7,18295,225,68,0,-5,1,-1,2,-11,-21,-0.2
"3029","Red","Red","Red","Red",16,5,12,9,0,18279,7.4,18909,174,54,1236,149,15,4,5,3,0,17043,7,18760,224,60,0,1,1,7,6,-50,-6,0.4
"3030","Blue","Blue","Blue","Blue",21,2,8,9,0,17808,7,18545,246,44,2489,1473,17,3,6,4,0,15319,6.6,17072,191,42,0,4,-1,2,5,55,2,0.4
"3031","Red","Red","Blue","Blue",16,3,6,5,0,17360,7.4,19151,250,48,1259,1281,19,2,6,8,0,16101,7,17870,201,60,0,-3,1,0,-3,49,-12,0.4
"3032","Blue","Red","Blue","Blue",36,1,11,10,0,18849,7.2,19086,220,65,3281,1747,9,4,6,3,0,15568,6.8,17339,202,56,0,27,-3,5,7,18,9,0.4
"3033","Red","Red","Neither","Red",16,3,4,6,0,15641,7.2,17857,244,40,-1136,-1235,61,2,4,3,0,16777,7.2,19092,234,71,0,-45,1,0,3,10,-31,0
"3034","Red","Red","Neither","Red",18,1,2,2,0,13408,6.6,15571,185,43,-5838,-4101,15,2,6,4,0,19246,7.2,19672,255,72,0,3,-1,-4,-2,-70,-29,-0.600000000000001
"3035","Blue","Red","Neither","Blue",14,0,13,15,0,19366,7,18628,229,56,1973,1461,11,2,10,13,0,17393,6.8,17167,164,43,0,3,-2,3,2,65,13,0.2
"3036","Red","Blue","Neither","Blue",16,3,7,8,0,16646,6.6,16213,204,44,592,-875,30,3,6,8,0,16054,6.6,17088,204,56,0,-14,0,1,0,0,-12,0
"3037","Red","Blue","Neither","Blue",13,1,3,4,0,15009,6.8,17067,207,56,-2492,-1526,16,1,9,13,0,17501,7.4,18593,204,50,0,-3,0,-6,-9,3,6,-0.600000000000001
"3038","Red","Blue","Neither","Blue",17,3,5,5,0,15921,6.8,17353,210,68,-1490,-1624,16,4,9,14,0,17411,7.2,18977,215,52,0,1,-1,-4,-9,-5,16,-0.4
"3039","Blue","Blue","Neither","Blue",15,3,8,12,0,18012,6.6,16748,210,53,2957,2549,47,2,6,5,0,15055,6,14199,177,41,0,-32,1,2,7,33,12,0.6
"3040","Red","Blue","Neither","Red",13,1,5,5,0,15224,6.6,16423,203,45,-4927,-5216,40,2,12,11,0,20151,7.8,21639,231,63,0,-27,-1,-7,-6,-28,-18,-1.2
"3041","Red","Red","Neither","Red",16,4,6,7,0,15484,6.6,16418,165,46,-4879,-3465,44,5,15,16,0,20363,7.4,19883,250,39,0,-28,-1,-9,-9,-85,7,-0.800000000000001
"3042","Blue","Blue","Blue","Blue",12,2,3,2,0,15550,7.2,18425,249,56,-424,-1075,15,4,3,5,0,15974,7.2,19500,245,68,0,-3,-2,0,-3,4,-12,0
"3043","Red","Red","Neither","Blue",18,2,6,5,0,15895,6.8,17705,225,48,-1018,-1531,15,3,4,6,0,16913,7.4,19236,232,80,0,3,-1,2,-1,-7,-32,-0.600000000000001
"3044","Blue","Red","Blue","Blue",57,2,8,7,0,16776,7,18113,207,64,907,-86,18,2,5,8,0,15869,7,18199,228,42,0,39,0,3,-1,-21,22,0
"3045","Red","Neither","Neither","Red",8,1,1,2,0,13444,6.4,16544,197,52,-3445,-2015,14,0,5,5,0,16889,7,18559,246,53,0,-6,1,-4,-3,-49,-1,-0.6
"3046","Blue","Neither","Neither","Red",37,1,11,11,0,17971,7.2,18271,162,71,152,-486,16,0,9,9,0,17819,7.2,18757,192,48,0,21,1,2,2,-30,23,0
"3047","Red","Neither","Neither","Red",14,1,1,3,0,12959,6.4,15381,172,43,-4456,-2336,52,3,7,17,0,17415,6.8,17717,196,51,0,-38,-2,-6,-14,-24,-8,-0.399999999999999
"3048","Blue","Neither","Neither","Blue",15,5,9,7,0,17225,7,17613,217,38,69,-232,13,4,9,12,0,17156,7,17845,210,32,0,2,1,0,-5,7,6,0
"3049","Red","Red","Neither","Blue",15,2,9,8,0,17848,7.4,19890,212,67,868,1728,18,1,6,8,0,16980,7.2,18162,216,56,0,-3,1,3,0,-4,11,0.2
"3050","Red","Neither","Blue","Red",13,0,2,1,0,15448,7,18033,215,63,209,1023,49,3,4,4,0,15239,6.8,17010,224,43,0,-36,-3,-2,-3,-9,20,0.2
"3051","Red","Blue","Neither","Blue",18,3,5,7,0,15425,7,17540,208,51,-1611,-1931,16,6,6,6,0,17036,7.4,19471,246,56,0,2,-3,-1,1,-38,-5,-0.4
"3052","Blue","Blue","Neither","Blue",18,3,5,10,0,15717,7,17819,211,59,385,-71,21,1,3,3,0,15332,7,17890,231,61,0,-3,2,2,7,-20,-2,0
"3053","Red","Red","Neither","Red",11,0,5,1,0,14589,6,15373,195,48,-3750,-4961,66,2,8,14,0,18339,7.4,20334,229,59,0,-55,-2,-3,-13,-34,-11,-1.4
"3054","Blue","Neither","Neither","Blue",20,12,4,5,0,15463,7.2,18378,215,60,25,327,50,7,5,5,0,15438,7,18051,215,44,0,-30,5,-1,0,0,16,0.2
"3055","Red","Blue","Neither","Red",16,4,7,7,0,16019,6.6,16667,174,50,-388,-619,18,3,8,8,0,16407,6.8,17286,207,45,0,-2,1,-1,-1,-33,5,-0.2
"3056","Blue","Neither","Neither","Blue",14,4,8,7,1,17634,6.8,17330,219,45,1930,425,17,1,4,5,0,15704,6.4,16905,226,46,1,-3,3,4,2,-7,-1,0.399999999999999
"3057","Red","Neither","Neither","Blue",51,3,8,12,0,16017,6.2,15395,157,40,517,-593,16,4,8,7,0,15500,6.4,15988,170,44,0,35,-1,0,5,-13,-4,-0.2
"3058","Blue","Blue","Blue","Blue",18,4,6,10,0,17259,7,19074,236,67,-214,1004,84,3,7,8,0,17473,7,18070,225,46,0,-66,1,-1,2,11,21,0
"3059","Blue","Blue","Neither","Red",12,5,5,3,0,16226,7,18917,250,56,2229,2851,15,3,2,2,0,13997,6.4,16066,197,40,0,-3,2,3,1,53,16,0.6
"3060","Red","Blue","Blue","Blue",15,2,10,11,0,17816,6.8,18684,202,58,1953,1494,16,5,4,6,0,15863,7,17190,224,41,0,-1,-3,6,5,-22,17,-0.2
"3061","Red","Red","Red","Red",15,2,4,3,0,15532,6.8,18026,210,64,-781,-1296,22,1,6,4,0,16313,7.2,19322,220,58,0,-7,1,-2,-1,-10,6,-0.4
"3062","Blue","Red","Red","Red",20,4,7,9,0,16946,6.8,17971,217,55,380,1750,16,1,7,10,0,16566,6.6,16221,230,36,0,4,3,0,-1,-13,19,0.2
"3063","Red","Neither","Neither","Red",43,3,5,4,0,16019,6.8,18530,222,48,-758,733,21,4,6,7,0,16777,7,17797,215,56,0,22,-1,-1,-3,7,-8,-0.2
"3064","Blue","Red","Neither","Red",14,3,8,8,0,17938,7.2,18237,232,48,3072,1589,15,2,4,4,0,14866,6.8,16648,207,42,0,-1,1,4,4,25,6,0.4
"3065","Blue","Red","Blue","Red",18,1,9,10,0,17512,7,18140,186,51,2549,1269,17,0,6,6,0,14963,6.6,16871,174,41,0,1,1,3,4,12,10,0.4
"3066","Blue","Blue","Blue","Blue",35,4,8,7,0,16712,6.8,17310,208,41,2427,2303,12,2,5,7,0,14285,6.4,15007,172,33,0,23,2,3,0,36,8,0.399999999999999
"3067","Red","Red","Blue","Red",15,5,5,7,0,15913,6.8,17592,202,41,-844,-689,16,3,6,3,0,16757,7.2,18281,247,56,0,-1,2,-1,4,-45,-15,-0.4
"3068","Red","Blue","Neither","Blue",9,3,6,6,0,17108,6.8,17877,211,59,-1394,-2258,17,1,9,10,0,18502,7.6,20135,210,67,0,-8,2,-3,-4,1,-8,-0.8
"3069","Blue","Blue","Blue","Blue",10,0,16,11,3,23349,7.6,21214,223,52,7128,6117,11,0,9,13,0,16221,6.2,15097,140,40,3,-1,0,7,-2,83,12,1.4
"3070","Red","Blue","Blue","Blue",38,0,5,3,0,15548,7.4,18820,229,56,-826,38,10,20,5,6,0,16374,7.2,18782,225,66,0,28,-20,0,-3,4,-10,0.2
"3071","Red","Blue","Neither","Red",18,1,5,5,0,15950,7,18633,247,44,1233,251,14,2,2,2,0,14717,6.8,18382,204,60,0,4,-1,3,3,43,-16,0.2
"3072","Blue","Neither","Blue","Blue",59,1,5,3,0,16014,7,18969,225,58,476,467,21,6,2,1,0,15538,7.2,18502,257,53,0,38,-5,3,2,-32,5,-0.2
"3073","Red","Blue","Neither","Red",13,1,9,8,0,17419,7,17316,178,46,-2587,-1470,15,3,15,23,0,20006,7.2,18786,214,50,0,-2,-2,-6,-15,-36,-4,-0.2
"3074","Red","Neither","Neither","Blue",15,0,11,13,1,19979,7.2,18500,207,39,3763,874,11,1,5,6,0,16216,7,17626,194,51,1,4,-1,6,7,13,-12,0.2
"3075","Red","Blue","Neither","Red",15,6,3,2,0,14122,6.6,15708,188,40,-2968,-2159,19,4,8,7,0,17090,7,17867,182,47,0,-4,2,-5,-5,6,-7,-0.4
"3076","Blue","Neither","Neither","Blue",18,2,10,13,0,17447,6.4,16191,173,38,-384,-1658,12,1,11,9,0,17831,7,17849,208,40,0,6,1,-1,4,-35,-2,-0.6
"3077","Red","Neither","Neither","Red",14,3,7,9,0,16122,6.8,17858,196,39,-1673,-327,16,1,8,8,0,17795,7,18185,231,52,0,-2,2,-1,1,-35,-13,-0.2
"3078","Red","Neither","Neither","Blue",28,1,12,12,0,18336,7,17626,179,55,-466,-26,15,2,11,19,0,18802,6.6,17652,211,32,0,13,-1,1,-7,-32,23,0.4
"3079","Red","Neither","Neither","Red",14,0,0,0,0,12002,6,13961,151,44,-8461,-7340,58,3,12,9,1,20463,7.8,21301,238,52,-1,-44,-3,-12,-9,-87,-8,-1.8
"3080","Red","Red","Red","Blue",15,6,3,5,0,14378,6.4,16230,209,39,-3682,-3599,14,3,5,2,1,18060,7.4,19829,245,66,-1,1,3,-2,3,-36,-27,-1
"3081","Red","Neither","Neither","Blue",18,2,8,18,0,17691,7,18548,222,60,3544,2399,14,3,4,4,0,14147,6.4,16149,184,44,0,4,-1,4,14,38,16,0.6
"3082","Blue","Neither","Neither","Blue",15,2,15,13,0,19402,7.2,18717,195,39,2008,2566,15,2,11,12,0,17394,6.4,16151,180,44,0,0,0,4,1,15,-5,0.8
"3083","Blue","Neither","Neither","Blue",23,2,3,3,0,16468,6.8,18574,249,54,3100,1653,19,2,1,0,0,13368,6.6,16921,192,41,0,4,0,2,3,57,13,0.2
"3084","Red","Neither","Red","Red",16,2,2,5,0,14486,6.4,15896,207,51,-3576,-3516,88,3,11,11,0,18062,7.2,19412,205,56,0,-72,-1,-9,-6,2,-5,-0.8
"3085","Blue","Neither","Red","Red",16,2,9,9,0,17652,7.4,18869,225,50,775,1702,17,2,8,3,0,16877,6.6,17167,210,44,0,-1,0,1,6,15,6,0.800000000000001
"3086","Blue","Blue","Neither","Blue",18,6,7,12,0,15494,6.6,15724,165,38,1515,857,15,3,3,2,0,13979,6.4,14867,186,49,0,3,3,4,10,-21,-11,0.199999999999999
"3087","Red","Red","Neither","Blue",16,2,6,11,0,16270,6.8,17661,200,54,-82,117,15,3,8,4,0,16352,6.8,17544,221,37,0,1,-1,-2,7,-21,17,0
"3088","Red","Red","Neither","Blue",14,4,5,3,0,15899,6.8,17722,232,47,-903,-1584,33,5,6,7,0,16802,7.2,19306,249,45,0,-19,-1,-1,-4,-17,2,-0.4
"3089","Red","Red","Neither","Red",39,1,3,3,0,14277,7,17550,201,53,-5802,-3559,12,4,12,9,0,20079,7.6,21109,240,58,0,27,-3,-9,-6,-39,-5,-0.6
"3090","Blue","Red","Neither","Red",18,4,5,4,1,17350,7.2,18857,202,72,1492,1607,17,5,6,9,0,15858,7,17250,191,44,1,1,-1,-1,-5,11,28,0.2
"3091","Blue","Red","Neither","Blue",12,5,8,15,0,18315,7,18534,209,51,246,1266,17,0,9,8,0,18069,6.8,17268,208,46,0,-5,5,-1,7,1,5,0.2
"3092","Blue","Red","Neither","Blue",36,3,9,13,0,19570,7.8,21203,259,74,4826,4472,17,3,2,4,0,14744,6.6,16731,229,52,0,19,0,7,9,30,22,1.2
"3093","Blue","Red","Neither","Blue",16,3,6,5,1,16529,6.8,16649,198,52,1085,775,17,3,5,8,0,15444,6.4,15874,179,55,1,-1,0,1,-3,19,-3,0.399999999999999
"3094","Blue","Blue","Neither","Blue",14,2,11,18,0,18324,7,18016,205,47,2158,640,15,2,5,8,0,16166,7,17376,219,45,0,-1,0,6,10,-14,2,0
"3095","Blue","Red","Red","Blue",15,1,8,6,0,17263,7.2,19913,234,65,3181,3298,11,2,3,3,0,14082,6.8,16615,159,51,0,4,-1,5,3,75,14,0.4
"3096","Blue","Blue","Neither","Blue",15,2,4,3,0,15282,6.8,17848,211,45,1629,677,38,0,0,0,0,13653,6.8,17171,246,44,0,-23,2,4,3,-35,1,0
"3097","Red","Red","Neither","Red",20,5,5,4,0,15960,7.2,18478,232,64,782,1903,16,4,4,5,0,15178,6.4,16575,211,43,0,4,1,1,-1,21,21,0.8
"3098","Red","Blue","Red","Blue",9,8,5,5,0,15103,6.6,17162,198,39,-1328,-317,18,2,5,7,0,16431,7,17479,227,36,0,-9,6,0,-2,-29,3,-0.4
"3099","Blue","Neither","Neither","Red",14,1,7,6,0,16060,7,18431,228,44,794,577,16,1,3,4,0,15266,7,17854,213,44,0,-2,0,4,2,15,0,0
"3100","Red","Red","Neither","Red",17,0,7,6,0,15463,6.8,17772,162,44,-2809,-1673,34,2,9,7,0,18272,7.2,19445,219,68,0,-17,-2,-2,-1,-57,-24,-0.4
"3101","Red","Neither","Red","Red",21,6,6,7,1,17225,6.6,16572,210,44,-833,-1786,56,8,10,10,0,18058,7,18358,220,53,1,-35,-2,-4,-3,-10,-9,-0.4
