"","TeamWin","Dragon","Herald","FirstBlood","blueWardsPlaced","blueWardsDestroyed","blueKills","blueAssists","blueTowers","blueTotalGold","blueAvgLevel","blueTotalExperience","blueMinions","blueJungleMin","GoldDiff","ExpDiff","redWardsPlaced","redWardsDestroyed","redKills","redAssists","redTowers","redTotalGold","redAvgLevel","redTotalExperience","redMinions","redJungleMin","TowersDiff","WardsPlacedDiff","WardsDestDiff","KillDiff","AssistDiff","MinionsDiff","JungleMinDiff","LevelsDiff"
"5354","Blue","Neither","Neither","Blue",12,3,15,17,1,20828,7.2,19032,250,28,6375,3949,15,0,4,5,0,14453,6.2,15083,164,54,1,-3,3,11,12,86,-26,1
"5355","Blue","Blue","Neither","Red",17,3,9,7,0,17442,7,18411,219,33,557,1853,16,1,9,8,0,16885,6.6,16558,190,42,0,1,2,0,-1,29,-9,0.4
"5356","Blue","Red","Blue","Red",14,4,13,19,0,20617,7.4,19936,240,56,3183,1321,19,1,6,7,0,17434,7,18615,235,72,0,-5,3,7,12,5,-16,0.4
"5357","Blue","Neither","Neither","Red",18,5,0,0,0,13691,6.8,16957,229,54,-1148,-818,17,4,3,2,0,14839,6.8,17775,221,51,0,1,1,-3,-2,8,3,0
"5358","Red","Neither","Blue","Red",16,0,3,2,0,14909,6.8,17001,208,59,-447,676,17,1,4,6,0,15356,6.6,16325,197,40,0,-1,-1,-1,-4,11,19,0.2
"5359","Red","Red","Neither","Red",15,5,5,5,0,16372,6.6,16747,230,43,53,-48,72,3,8,8,0,16319,6.8,16795,186,42,0,-57,2,-3,-3,44,1,-0.2
"5360","Red","Blue","Neither","Red",34,0,8,15,0,17134,6.8,17579,171,66,-840,949,14,3,10,11,0,17974,6.8,16630,214,49,0,20,-3,-2,4,-43,17,0
"5361","Blue","Red","Blue","Blue",19,3,4,7,0,15648,6.8,17420,216,65,1187,285,20,4,2,2,0,14461,6.6,17135,215,60,0,-1,-1,2,5,1,5,0.2
"5362","Blue","Blue","Neither","Red",13,3,6,6,0,16279,7,18734,226,56,-1753,-1095,16,5,10,6,0,18032,7,19829,253,52,0,-3,-2,-4,0,-27,4,0
"5363","Blue","Neither","Neither","Red",21,4,7,9,0,17251,7,19522,225,60,-172,1613,18,3,7,9,0,17423,6.8,17909,224,48,0,3,1,0,0,1,12,0.2
"5364","Blue","Blue","Neither","Blue",16,3,6,6,0,17330,7.2,18821,226,63,777,1580,15,1,7,13,0,16553,6.8,17241,195,44,0,1,2,-1,-7,31,19,0.4
"5365","Blue","Blue","Neither","Blue",15,2,11,13,0,17655,7.2,18905,208,44,1906,1369,13,0,3,3,0,15749,7,17536,221,57,0,2,2,8,10,-13,-13,0.2
"5366","Blue","Neither","Neither","Red",16,6,8,10,0,17258,6.8,17683,216,52,2310,1946,20,0,5,5,0,14948,6.6,15737,176,40,0,-4,6,3,5,40,12,0.2
"5367","Red","Red","Red","Red",20,1,3,0,0,13729,6.2,14661,180,36,-1213,-276,16,1,5,10,0,14942,6.4,14937,161,48,0,4,0,-2,-10,19,-12,-0.2
"5368","Blue","Red","Blue","Red",11,3,10,8,0,18555,7.4,20361,246,52,2488,2722,14,3,6,6,0,16067,6.8,17639,185,67,0,-3,0,4,2,61,-15,0.600000000000001
"5369","Blue","Neither","Blue","Red",14,4,9,5,0,17025,7.4,19492,214,52,1399,2616,37,3,6,5,0,15626,6.6,16876,181,45,0,-23,1,3,0,33,7,0.800000000000001
"5370","Blue","Red","Neither","Red",17,2,6,9,0,17528,6.8,18106,216,55,1376,1018,16,3,6,5,0,16152,6.8,17088,217,38,0,1,-1,0,4,-1,17,0
"5371","Blue","Blue","Red","Blue",39,6,6,5,0,15829,7.2,17888,205,61,265,241,18,2,3,1,0,15564,6.8,17647,204,48,0,21,4,3,4,1,13,0.4
"5372","Red","Red","Blue","Red",22,3,4,6,0,16135,7,18177,234,47,-1782,-1311,17,3,7,8,0,17917,7.2,19488,264,53,0,5,0,-3,-2,-30,-6,-0.2
"5373","Blue","Blue","Neither","Blue",15,2,5,5,0,15781,6.8,17957,221,56,-535,-691,14,4,5,7,0,16316,7,18648,240,54,0,1,-2,0,-2,-19,2,-0.2
"5374","Red","Red","Neither","Blue",17,3,7,8,0,16533,7,17850,198,60,-727,-675,15,1,6,7,0,17260,7,18525,224,60,0,2,2,1,1,-26,0,0
"5375","Blue","Blue","Neither","Blue",15,2,10,9,0,18270,7.4,19486,238,59,3805,3162,12,1,4,4,0,14465,6.6,16324,199,32,0,3,1,6,5,39,27,0.800000000000001
"5376","Blue","Blue","Neither","Blue",13,1,11,10,1,19673,7.6,21261,209,68,5797,4456,13,0,1,0,0,13876,6.8,16805,218,56,1,0,1,10,10,-9,12,0.8
"5377","Blue","Neither","Neither","Blue",11,2,8,8,0,17628,7.2,18793,231,61,3539,2952,123,2,3,4,0,14089,6.4,15841,195,46,0,-112,0,5,4,36,15,0.8
"5378","Blue","Neither","Blue","Red",17,3,7,7,0,16375,6.8,17469,177,51,-3183,-1884,15,5,10,9,1,19558,7.2,19353,236,72,-1,2,-2,-3,-2,-59,-21,-0.4
"5379","Red","Red","Neither","Red",105,2,3,2,0,14533,6.8,17818,198,56,-4033,-1850,14,2,8,9,0,18566,7.2,19668,220,64,0,91,0,-5,-7,-22,-8,-0.4
"5380","Red","Red","Red","Blue",19,2,6,8,0,16067,6.8,17256,190,48,-1176,-671,16,4,7,7,0,17243,7.2,17927,220,47,0,3,-2,-1,1,-30,1,-0.4
"5381","Blue","Blue","Blue","Blue",29,1,3,2,0,14740,6.6,16655,201,44,-1402,-2295,21,2,6,9,0,16142,7,18950,233,51,0,8,-1,-3,-7,-32,-7,-0.4
"5382","Red","Red","Neither","Blue",83,2,5,7,0,16560,7,18547,225,50,761,830,38,3,5,8,0,15799,6.8,17717,225,47,0,45,-1,0,-1,0,3,0.2
"5383","Red","Red","Neither","Blue",15,0,7,8,0,16979,6.8,17700,228,34,1038,454,10,3,8,4,0,15941,6.8,17246,174,56,0,5,-3,-1,4,54,-22,0
"5384","Red","Red","Neither","Red",16,3,3,5,0,14081,6.4,15129,207,30,-6402,-4189,17,8,16,22,0,20483,7.2,19318,233,47,0,-1,-5,-13,-17,-26,-17,-0.8
"5385","Red","Red","Neither","Red",20,22,3,7,0,13511,5.8,14048,164,39,-5427,-4559,40,3,11,14,0,18938,7.2,18607,239,57,0,-20,19,-8,-7,-75,-18,-1.4
"5386","Red","Neither","Neither","Blue",45,18,8,11,0,17951,6.8,17922,226,39,-194,431,47,4,9,12,0,18145,6.8,17491,227,48,0,-2,14,-1,-1,-1,-9,0
"5387","Blue","Red","Neither","Red",21,2,3,1,0,14202,6.8,16773,212,37,-2263,-1397,14,6,4,4,0,16465,6.8,18170,240,60,0,7,-4,-1,-3,-28,-23,0
"5388","Red","Neither","Blue","Red",22,2,12,10,0,18291,6.8,17873,208,56,1693,1979,12,2,9,11,0,16598,6.4,15894,180,47,0,10,0,3,-1,28,9,0.399999999999999
"5389","Red","Red","Blue","Red",16,7,4,5,0,15599,6.4,16288,219,45,-2231,-857,20,6,9,16,0,17830,6.8,17145,214,44,0,-4,1,-5,-11,5,1,-0.399999999999999
"5390","Blue","Blue","Neither","Blue",16,2,11,7,0,18265,7.6,20351,237,52,3362,3874,44,2,4,2,0,14903,6.6,16477,187,50,0,-28,0,7,5,50,2,1
"5391","Blue","Red","Blue","Red",25,2,11,10,1,18888,7,18915,204,44,2840,1792,17,1,5,8,0,16048,6.8,17123,205,52,1,8,1,6,2,-1,-8,0.2
"5392","Red","Red","Neither","Red",15,3,7,7,0,16422,6.8,17598,206,46,-2606,-3164,41,3,9,8,0,19028,7.6,20762,243,75,0,-26,0,-2,-1,-37,-29,-0.8
"5393","Blue","Neither","Neither","Red",15,4,9,11,0,18090,7.2,18642,216,58,1884,1452,169,1,7,8,0,16206,7,17190,190,41,0,-154,3,2,3,26,17,0.2
"5394","Blue","Blue","Neither","Blue",15,2,6,3,0,17602,7.4,19787,251,73,2849,1925,39,3,3,3,0,14753,6.8,17862,196,54,0,-24,-1,3,0,55,19,0.600000000000001
"5395","Blue","Neither","Neither","Red",18,3,3,4,0,13991,6.4,16073,203,21,-3756,-3280,48,8,7,4,0,17747,7.2,19353,256,53,0,-30,-5,-4,0,-53,-32,-0.8
"5396","Blue","Blue","Red","Red",16,4,11,7,0,17389,7.2,18459,221,52,2577,2588,18,2,2,2,0,14812,6.6,15871,218,53,0,-2,2,9,5,3,-1,0.600000000000001
"5397","Blue","Blue","Neither","Red",12,3,4,3,0,15586,7,18599,229,52,-1777,52,24,0,7,7,0,17363,7.2,18547,244,49,0,-12,3,-3,-4,-15,3,-0.2
"5398","Red","Red","Blue","Red",36,5,2,2,0,15279,7,18355,236,59,-1526,-1082,14,6,7,10,0,16805,7.4,19437,236,40,0,22,-1,-5,-8,0,19,-0.4
"5399","Blue","Blue","Neither","Blue",18,2,9,7,0,17016,7.2,18560,210,60,338,-232,12,2,6,7,0,16678,7,18792,212,56,0,6,0,3,0,-2,4,0.2
"5400","Blue","Neither","Neither","Red",17,2,4,5,0,16171,7,18471,240,57,-758,920,12,1,7,8,0,16929,6.8,17551,208,57,0,5,1,-3,-3,32,0,0.2
"5401","Blue","Blue","Red","Blue",17,5,9,12,1,19127,7.2,19350,253,56,5062,1996,14,2,1,1,0,14065,6.6,17354,215,56,1,3,3,8,11,38,0,0.600000000000001
"5402","Red","Blue","Blue","Blue",18,6,11,10,0,17962,7,17698,191,48,3367,1963,19,2,5,6,0,14595,6.4,15735,185,24,0,-1,4,6,4,6,24,0.6
"5403","Red","Blue","Neither","Red",12,2,3,4,0,14580,6.6,16446,203,55,-4591,-1620,14,1,8,6,1,19171,6.8,18066,241,45,-1,-2,1,-5,-2,-38,10,-0.2
"5404","Red","Red","Blue","Blue",81,0,3,3,0,15716,7.2,19033,251,56,121,264,15,2,2,1,0,15595,7,18769,255,76,0,66,-2,1,2,-4,-20,0.2
"5405","Red","Neither","Red","Red",16,3,2,1,0,13962,6.8,16214,215,28,-1635,-1467,17,3,6,3,0,15597,7,17681,193,50,0,-1,0,-4,-2,22,-22,-0.2
"5406","Blue","Blue","Neither","Blue",14,2,9,11,0,18519,7.2,18891,260,49,4756,3562,16,2,3,3,0,13763,6.4,15329,196,24,0,-2,0,6,8,64,25,0.8
"5407","Blue","Blue","Blue","Blue",21,4,10,12,0,18557,7.2,19603,235,47,3848,2704,16,4,3,3,0,14709,6.6,16899,200,40,0,5,0,7,9,35,7,0.600000000000001
"5408","Blue","Red","Neither","Blue",17,3,6,6,0,16793,7,19426,233,62,463,275,16,4,5,7,0,16330,7.4,19151,224,62,0,1,-1,1,-1,9,0,-0.4
"5409","Red","Red","Blue","Red",16,4,10,8,0,19169,7.4,19642,235,48,3305,2586,17,1,5,6,0,15864,7,17056,215,44,0,-1,3,5,2,20,4,0.4
"5410","Blue","Blue","Neither","Blue",13,4,12,15,0,19933,7.2,18730,219,60,2473,565,17,1,7,8,0,17460,7,18165,200,39,0,-4,3,5,7,19,21,0.2
"5411","Red","Blue","Neither","Red",17,1,4,5,0,16391,7.2,18597,233,60,153,713,14,3,5,8,0,16238,7,17884,236,45,0,3,-2,-1,-3,-3,15,0.2
"5412","Blue","Blue","Neither","Blue",55,2,7,12,0,17340,7.2,19234,229,52,3125,1784,16,1,2,2,0,14215,6.8,17450,219,50,0,39,1,5,10,10,2,0.4
"5413","Blue","Red","Red","Blue",31,2,12,16,0,19861,7.2,18934,220,43,2352,133,14,3,11,12,0,17509,7.2,18801,183,48,0,17,-1,1,4,37,-5,0
"5414","Red","Blue","Blue","Red",10,3,4,3,0,16273,7.2,18638,246,71,-454,23,37,1,9,6,0,16727,7.2,18615,204,43,0,-27,2,-5,-3,42,28,0
"5415","Red","Red","Blue","Red",17,2,5,6,0,15595,6.8,17384,206,45,-1840,-2402,42,6,7,11,0,17435,7.4,19786,242,50,0,-25,-4,-2,-5,-36,-5,-0.600000000000001
"5416","Red","Blue","Blue","Blue",17,3,8,10,0,17429,7,17332,209,51,900,-802,21,4,7,6,0,16529,7,18134,217,36,0,-4,-1,1,4,-8,15,0
"5417","Red","Red","Red","Blue",18,4,5,7,0,16524,7,18962,245,59,96,-21,22,2,5,6,0,16428,7,18983,257,56,0,-4,2,0,1,-12,3,0
"5418","Red","Neither","Red","Red",16,4,4,5,0,15293,6.6,16350,226,46,-2004,-1407,18,4,9,12,0,17297,6.8,17757,227,39,0,-2,0,-5,-7,-1,7,-0.2
"5419","Red","Red","Neither","Red",16,4,3,3,0,13988,6.2,15917,174,44,-2761,-2185,22,5,5,11,0,16749,7,18102,242,43,0,-6,-1,-2,-8,-68,1,-0.8
"5420","Blue","Blue","Neither","Blue",17,0,4,2,0,15557,6.8,17180,234,53,-633,-1323,14,1,5,6,0,16190,7,18503,206,54,0,3,-1,-1,-4,28,-1,-0.2
"5421","Red","Red","Red","Red",14,7,3,4,0,15227,7,17701,231,59,-1558,-1782,20,3,6,6,0,16785,7,19483,244,44,0,-6,4,-3,-2,-13,15,0
"5422","Red","Blue","Neither","Blue",14,3,8,8,0,16378,6.8,16837,178,44,393,-1055,16,2,3,3,0,15985,6.8,17892,227,56,0,-2,1,5,5,-49,-12,0
"5423","Red","Blue","Neither","Red",17,4,7,6,0,16007,7,17830,204,47,-873,308,17,3,8,7,0,16880,6.8,17522,215,44,0,0,1,-1,-1,-11,3,0.2
"5424","Blue","Blue","Blue","Blue",19,4,8,11,0,17937,7,18340,227,65,1063,553,17,4,7,7,0,16874,7.2,17787,226,48,0,2,0,1,4,1,17,-0.2
"5425","Red","Red","Neither","Red",18,1,0,0,0,13537,6.2,15367,208,52,-3752,-3349,16,2,8,10,0,17289,7.4,18716,242,40,0,2,-1,-8,-10,-34,12,-1.2
"5426","Red","Blue","Neither","Blue",16,5,9,5,0,17907,7.2,19438,231,49,1550,2512,46,4,7,10,0,16357,6.6,16926,192,40,0,-30,1,2,-5,39,9,0.600000000000001
"5427","Red","Red","Neither","Blue",13,4,6,7,0,16053,6.8,18228,216,48,611,381,20,1,5,5,0,15442,6.8,17847,208,46,0,-7,3,1,2,8,2,0
"5428","Blue","Red","Neither","Red",43,4,5,4,0,16616,7.4,19302,240,64,-616,728,16,5,8,9,0,17232,7.2,18574,234,48,0,27,-1,-3,-5,6,16,0.2
"5429","Blue","Blue","Blue","Red",16,3,8,12,0,16367,6.6,16065,202,40,151,1281,14,5,8,18,0,16216,6.2,14784,201,8,0,2,-2,0,-6,1,32,0.399999999999999
"5430","Blue","Red","Neither","Blue",14,1,9,11,0,17494,7,18057,205,56,1518,-5,13,0,4,5,0,15976,7,18062,199,72,0,1,1,5,6,6,-16,0
"5431","Blue","Blue","Blue","Blue",82,4,9,10,0,17704,7.2,19789,200,52,1241,2416,18,2,5,6,0,16463,6.8,17373,230,52,0,64,2,4,4,-30,0,0.4
"5432","Blue","Neither","Neither","Blue",14,0,10,8,0,17817,6.8,17747,188,40,780,74,12,3,9,7,0,17037,7,17673,212,44,0,2,-3,1,1,-24,-4,-0.2
"5433","Blue","Red","Neither","Blue",16,1,12,15,0,17940,6.8,16927,162,41,-2725,-3568,16,3,13,15,0,20665,7.6,20495,252,48,0,0,-2,-1,0,-90,-7,-0.8
"5434","Red","Red","Blue","Blue",15,1,6,8,0,16988,6.8,18153,223,45,37,-905,20,2,6,5,0,16951,7.4,19058,216,59,0,-5,-1,0,3,7,-14,-0.600000000000001
"5435","Blue","Blue","Neither","Red",17,2,9,8,0,17661,6.6,17077,233,40,815,590,17,3,7,10,0,16846,6.8,16487,191,38,0,0,-1,2,-2,42,2,-0.2
"5436","Blue","Red","Red","Red",15,5,4,4,0,15755,7.2,19845,225,64,951,2193,17,2,3,2,0,14804,7,17652,197,48,0,-2,3,1,2,28,16,0.2
"5437","Red","Neither","Red","Red",12,2,6,6,0,15392,6.4,16156,175,45,-4885,-3111,16,3,15,17,0,20277,7.4,19267,233,46,0,-4,-1,-9,-11,-58,-1,-1
"5438","Red","Red","Neither","Red",19,2,2,3,0,13925,6.6,16354,198,43,-4527,-3126,17,4,8,8,0,18452,7.2,19480,229,55,0,2,-2,-6,-5,-31,-12,-0.600000000000001
"5439","Blue","Blue","Neither","Blue",15,1,5,2,0,16421,7,18152,241,48,1239,-1051,42,1,3,2,0,15182,7.2,19203,219,73,0,-27,0,2,0,22,-25,-0.2
"5440","Blue","Blue","Red","Blue",15,3,2,2,0,14535,6.4,16699,234,35,-988,-1427,16,1,3,4,0,15523,7,18126,241,48,0,-1,2,-1,-2,-7,-13,-0.6
"5441","Blue","Red","Blue","Blue",16,1,7,6,0,17082,7,18373,221,40,2216,1580,13,2,2,3,0,14866,6.6,16793,208,64,0,3,-1,5,3,13,-24,0.4
"5442","Red","Blue","Blue","Blue",11,1,4,4,0,15711,6.6,17255,208,59,-101,-1320,11,1,5,6,0,15812,7.2,18575,210,65,0,0,0,-1,-2,-2,-6,-0.600000000000001
"5443","Blue","Red","Blue","Blue",14,4,4,3,0,16087,7.2,19195,224,66,225,824,164,2,4,5,0,15862,7,18371,208,68,0,-150,2,0,-2,16,-2,0.2
"5444","Red","Red","Neither","Red",18,8,0,0,0,13358,6.2,15566,199,59,-4737,-3600,17,6,7,7,0,18095,7.2,19166,253,58,0,1,2,-7,-7,-54,1,-1
"5445","Blue","Blue","Neither","Blue",18,2,11,9,0,18438,7.2,18924,212,60,3742,3229,17,2,4,6,0,14696,6.2,15695,184,56,0,1,0,7,3,28,4,1
"5446","Red","Blue","Neither","Blue",16,3,2,2,0,14485,6.8,17287,220,63,-1866,-1885,13,1,5,4,0,16351,7.4,19172,253,56,0,3,2,-3,-2,-33,7,-0.600000000000001
"5447","Blue","Blue","Neither","Blue",18,5,5,3,0,16222,7,18746,241,60,1997,1560,42,4,1,0,0,14225,7,17186,234,48,0,-24,1,4,3,7,12,0
"5448","Red","Neither","Neither","Blue",15,2,2,1,0,14624,6.8,17333,225,44,-2794,-2624,39,5,7,13,0,17418,7.4,19957,231,60,0,-24,-3,-5,-12,-6,-16,-0.600000000000001
"5449","Blue","Blue","Neither","Blue",13,3,11,18,0,17568,6.6,16755,206,46,1236,1018,16,0,8,9,0,16332,6.4,15737,183,45,0,-3,3,3,9,23,1,0.199999999999999
"5450","Red","Blue","Red","Blue",17,1,2,2,0,15198,6.8,17316,235,47,-13,-1792,16,4,4,3,0,15211,7,19108,207,39,0,1,-3,-2,-1,28,8,-0.2
"5451","Blue","Neither","Neither","Blue",16,5,4,4,0,16313,6.8,17824,240,47,1128,498,28,3,3,5,0,15185,6.8,17326,220,41,0,-12,2,1,-1,20,6,0
"5452","Red","Red","Neither","Blue",123,2,5,6,0,16560,7.2,19116,235,57,-529,-54,65,1,7,8,0,17089,7,19170,223,63,0,58,1,-2,-2,12,-6,0.2
"5453","Red","Red","Neither","Red",29,0,5,6,0,15693,6.8,17777,210,51,-486,-137,35,1,6,5,0,16179,7,17914,216,52,0,-6,-1,-1,1,-6,-1,-0.2
"5454","Blue","Neither","Red","Blue",18,3,8,7,0,16403,7,18111,218,33,-1445,-736,56,7,10,9,0,17848,7,18847,210,54,0,-38,-4,-2,-2,8,-21,0
"5455","Red","Red","Neither","Red",15,2,0,0,0,13720,6.6,16815,230,52,-2727,-4122,38,2,4,1,0,16447,7.6,20937,263,69,0,-23,0,-4,-1,-33,-17,-1
"5456","Red","Blue","Neither","Blue",16,0,7,10,0,16599,6.6,16723,201,40,1036,-663,9,3,4,1,0,15563,6.8,17386,251,52,0,7,-3,3,9,-50,-12,-0.2
"5457","Red","Neither","Neither","Red",18,2,5,5,0,15364,6.8,17090,198,48,-799,-588,14,3,5,6,0,16163,6.8,17678,242,44,0,4,-1,0,-1,-44,4,0
"5458","Red","Red","Red","Red",15,1,6,7,0,14978,6.6,16243,147,40,-4413,-1993,20,4,10,16,1,19391,7,18236,237,55,-1,-5,-3,-4,-9,-90,-15,-0.4
"5459","Red","Red","Blue","Blue",105,1,6,4,0,16970,6.8,17984,236,56,-153,79,13,4,6,9,0,17123,7,17905,223,55,0,92,-3,0,-5,13,1,-0.2
"5460","Red","Neither","Neither","Red",22,4,6,7,0,16851,6.8,17931,201,48,-2286,-976,68,3,12,15,0,19137,7,18907,199,52,0,-46,1,-6,-8,2,-4,-0.2
"5461","Red","Red","Neither","Red",16,3,4,3,0,14893,6.8,17322,203,48,-1002,-378,16,2,5,4,0,15895,6.8,17700,233,48,0,0,1,-1,-1,-30,0,0
"5462","Blue","Blue","Blue","Blue",18,2,18,16,0,21893,7.6,21511,243,56,7125,3657,9,2,6,0,0,14768,7.2,17854,176,42,0,9,0,12,16,67,14,0.399999999999999
"5463","Blue","Blue","Neither","Red",17,5,5,8,0,15574,6.8,17788,230,45,840,196,14,2,3,1,0,14734,7,17592,203,59,0,3,3,2,7,27,-14,-0.2
"5464","Blue","Red","Blue","Red",12,1,6,7,1,18155,7,19429,231,65,468,558,12,3,8,11,0,17687,7,18871,194,56,1,0,-2,-2,-4,37,9,0
"5465","Blue","Blue","Neither","Red",18,1,8,8,0,16469,7,18105,192,46,248,582,15,2,5,10,0,16221,6.6,17523,225,52,0,3,-1,3,-2,-33,-6,0.4
"5466","Red","Red","Red","Red",15,3,1,2,0,13983,6.4,15892,214,53,-3832,-3324,15,3,5,4,1,17815,7,19216,276,47,-1,0,0,-4,-2,-62,6,-0.6
"5467","Blue","Blue","Neither","Blue",14,2,14,19,1,22472,7.6,20870,251,54,8284,4654,15,2,3,5,0,14188,6.6,16216,202,34,1,-1,0,11,14,49,20,1
"5468","Blue","Red","Neither","Blue",13,14,6,3,0,16807,7.4,19637,222,57,1295,1167,62,2,2,2,0,15512,7.2,18470,237,60,0,-49,12,4,1,-15,-3,0.2
"5469","Blue","Blue","Red","Red",12,2,5,4,0,14996,6.4,15901,188,44,-3331,-3464,15,3,9,11,0,18327,7.2,19365,218,63,0,-3,-1,-4,-7,-30,-19,-0.8
"5470","Blue","Blue","Blue","Red",24,4,7,8,0,17477,6.8,18070,186,62,1049,811,15,4,5,4,0,16428,6.6,17259,228,41,0,9,0,2,4,-42,21,0.2
"5471","Red","Blue","Neither","Blue",12,2,7,5,0,15810,6.6,16837,193,48,-1305,-2023,12,0,8,5,1,17115,7.2,18860,189,62,-1,0,2,-1,0,4,-14,-0.600000000000001
"5472","Red","Red","Red","Red",20,3,3,5,0,13980,6.2,15030,193,44,-3739,-3541,39,1,8,9,0,17719,7.2,18571,246,48,0,-19,2,-5,-4,-53,-4,-1
"5473","Blue","Blue","Blue","Blue",17,2,5,7,0,15726,7,17245,203,56,-252,77,15,2,5,9,0,15978,6.6,17168,212,48,0,2,0,0,-2,-9,8,0.4
"5474","Red","Red","Neither","Red",16,1,5,3,0,15153,7.2,18629,191,51,-809,411,15,1,5,5,0,15962,7,18218,216,44,0,1,0,0,-2,-25,7,0.2
"5475","Red","Red","Neither","Blue",14,3,2,2,0,14695,6.8,17431,228,56,-2062,-1466,13,3,5,6,0,16757,7,18897,246,58,0,1,0,-3,-4,-18,-2,-0.2
"5476","Red","Blue","Neither","Red",15,2,7,8,0,16106,7,18323,207,52,-84,570,106,1,7,4,0,16190,7,17753,207,49,0,-91,1,0,4,0,3,0
"5477","Blue","Red","Neither","Blue",14,2,6,6,0,16493,7.2,18450,231,46,628,-243,17,3,4,6,0,15865,7,18693,212,67,0,-3,-1,2,0,19,-21,0.2
"5478","Blue","Red","Neither","Red",14,2,9,13,0,17099,7.2,19592,225,48,1344,2079,16,1,5,2,0,15755,6.8,17513,238,48,0,-2,1,4,11,-13,0,0.4
"5479","Red","Blue","Red","Red",20,5,4,3,0,15211,6.8,17951,225,56,-3848,-2091,16,2,9,14,0,19059,7.2,20042,238,68,0,4,3,-5,-11,-13,-12,-0.4
"5480","Red","Blue","Neither","Blue",16,2,6,7,0,16643,7,18300,215,51,1515,590,25,2,4,4,0,15128,6.8,17710,207,56,0,-9,0,2,3,8,-5,0.2
"5481","Red","Neither","Neither","Red",18,3,7,4,0,16581,7,18360,198,54,462,1726,12,2,7,8,0,16119,6.6,16634,200,47,0,6,1,0,-4,-2,7,0.4
"5482","Blue","Blue","Neither","Blue",20,15,10,16,0,17953,7,18823,190,60,1058,1196,48,1,7,9,0,16895,6.6,17627,206,47,0,-28,14,3,7,-16,13,0.4
"5483","Red","Red","Neither","Blue",13,1,6,4,0,16112,6.8,17371,197,50,-554,-483,17,3,8,10,0,16666,7,17854,206,41,0,-4,-2,-2,-6,-9,9,-0.2
"5484","Blue","Neither","Neither","Blue",14,0,5,4,0,15637,6.6,16107,201,50,-460,-842,19,1,7,9,0,16097,6.8,16949,218,31,0,-5,-1,-2,-5,-17,19,-0.2
"5485","Red","Red","Neither","Blue",15,2,5,4,0,15977,6.8,18136,206,71,-1130,-347,15,2,7,8,0,17107,7.2,18483,230,56,0,0,0,-2,-4,-24,15,-0.4
"5486","Red","Neither","Blue","Red",13,2,2,2,0,13932,6,14927,197,40,-3919,-3135,49,2,9,16,0,17851,7,18062,205,55,0,-36,0,-7,-14,-8,-15,-1
"5487","Blue","Red","Neither","Red",42,5,6,10,0,16206,6.8,17669,221,49,-677,-67,18,8,6,10,0,16883,6.8,17736,245,45,0,24,-3,0,0,-24,4,0
"5488","Red","Neither","Neither","Blue",16,0,5,7,0,16163,6.8,16772,190,52,-819,-1926,48,6,9,8,0,16982,7,18698,225,50,0,-32,-6,-4,-1,-35,2,-0.2
"5489","Blue","Blue","Neither","Red",18,4,5,3,0,15296,6.8,16908,187,56,733,810,24,4,4,1,0,14563,6.2,16098,204,32,0,-6,0,1,2,-17,24,0.6
"5490","Blue","Red","Neither","Red",60,8,5,9,0,15966,7,18157,209,47,-847,-267,55,3,8,8,0,16813,7.2,18424,203,60,0,5,5,-3,1,6,-13,-0.2
"5491","Red","Red","Neither","Blue",9,2,4,0,0,15555,7.4,19704,214,70,737,1094,38,0,2,2,0,14818,7.2,18610,235,51,0,-29,2,2,-2,-21,19,0.2
"5492","Blue","Blue","Neither","Red",17,3,4,5,0,16041,7,18214,233,44,1891,603,39,2,1,1,0,14150,7,17611,214,47,0,-22,1,3,4,19,-3,0
"5493","Red","Red","Neither","Red",23,5,5,7,0,15239,6.6,16561,194,50,-3130,-2448,19,3,9,13,0,18369,7.2,19009,236,44,0,4,2,-4,-6,-42,6,-0.600000000000001
"5494","Blue","Blue","Neither","Blue",8,1,9,11,0,17049,6.8,17343,180,49,147,-1425,13,1,8,8,0,16902,7.2,18768,193,63,0,-5,0,1,3,-13,-14,-0.4
"5495","Blue","Blue","Neither","Blue",70,3,9,9,0,17492,6.8,18028,219,40,687,563,13,2,5,7,0,16805,7,17465,224,58,0,57,1,4,2,-5,-18,-0.2
